,data_points_count,price_close,sma_status,sma_20,sma_20_ratio,sma_20_slope,sma_20_slope_status,sma_50,sma_50_ratio,sma_50_slope,sma_50_slope_status,sma_200,sma_200_ratio,rsi_7,rsi_7_scale,rsi_13,rsi_13_scale,bb_lband,bb_hband,bb_width,bb_width_pct,to_ccy,high_pct,low_pct,high_low_ratio,btc_rsq,eth_rsq,close_time,exch_volume
ELFBTC,200.0,0.000009399999999999999786390487976905916411851649172604084014892578125,1.0,0.0000094085000000000031778434050888648698673932813107967376708984375,0.9990965616198115120814230309,-8e-09,-1.0,0.000009550999999999998848880002066952243922060006298124790191650390625,0.9841901371584128279040348266,-1.14e-08,-1.0,0.0000094145999999999962245915419156716552606667391955852508544921875,0.9984492171733269130864941114,52.8314788177,3.0,44.9192675203,3.0,9.3067e-06,9.5103e-06,2.1648106886,0.4582670954,BTC,0.9206660137120469465912393061,1.073059360730593481030721360,1.165525114155251088128382114,0.7508288111,0.8304920849,"09/30/2020, 23:59:59",57878.0
ENJBNB,200.0,0.005496000000000000017263968032921184203587472438812255859375,-1.0,0.00558740000000000104629638286724002682603895664215087890625,0.9836417654007228743392538313,-2.1e-06,-1.0,0.00578737999999999995492938609231714508496224880218505859375,0.9496525197930669940569636172,-1.76e-05,-1.0,0.006216410000000001205566757533915733802132308483123779296875,0.8841115692176029173443273904,38.503702254,3.0,38.3634816955,3.0,0.0054332943,0.0057415057,5.5161856329,0.2034502519,BNB,0.7905638665132336217977493509,1.014583717925050780501697181,1.283367177404467403201612634,-0.291522431,-0.3435617921,"09/30/2020, 23:59:59",250.0
ENJBTC,200.0,0.00001493999999999999926040931963466817933294805698096752166748046875,1.0,0.000014930499999999997064376901223514693128890939988195896148681640625,1.000636281437326425632115528,1.15e-08,1.0,0.000015238999999999992501320371374173845424593309871852397918701171875,0.9803792899796578917225231138,-2.48e-08,-1.0,0.000015000500000000006558566190140169283040449954569339752197265625,0.9959668011066292942432006530,50.3713739763,3.0,47.7715993537,3.0,1.47243e-05,1.51367e-05,2.7614996941,0.5230411555,BTC,0.8793407886992347147966379937,1.080260303687635542952162007,1.228488792480115834808133583,0.5101111079,0.5770079435,"09/30/2020, 23:59:59",43590.0
ENJETH,200.0,0.0004476700000000000015214218773706988940830342471599578857421875,1.0,0.0004504235000000000421586932031203787119011394679546356201171875,0.9938868642510880529556084192,1.635e-07,1.0,0.00046010600000000005660449886590868118219077587127685546875,0.9729714457103361974129022054,-7.402e-07,-1.0,0.00045795149999999979796572180390512585290707647800445556640625,0.9775489325834727018468437667,43.4075862083,3.0,44.7723555749,3.0,0.0004433175,0.0004575295,3.1552744926,0.3062566105,ETH,0.8465771558245084012379315699,1.066312555081818842620892650,1.259557439916156432981327563,0.2556245516,0.2831718952,"09/30/2020, 23:59:59",340.0
ENJUSDT,200.0,0.1605399999999999882671630757613456808030605316162109375,1.0,0.1601889999999999425472907432776992209255695343017578125,1.002191161690253674383138093,0.0001265,1.0,0.1636497999999998731457395706456736661493778228759765625,0.9809972270054721283548210312,-0.000306,-1.0,0.1599283000000000509732700493259471841156482696533203125,1.003824839005979161279951546,51.2387557755,3.0,48.4298397571,3.0,0.1574239184,0.1629540816,3.4522739438,0.563470099,USDT,0.8796230343542818660701425957,1.146714285714285521356141741,1.303642857142857058514179405,0.7106898531,0.7511673289,"09/30/2020, 23:59:59",127644.3
EOSBNB,200.0,0.08780000000000000304201108747292892076075077056884765625,-1.0,0.0897900000000000086952667288642260245978832244873046875,0.9778371756320302320910572219,-0.00014,-1.0,0.09118199999999999916244775022278190590441226959228515625,0.9629093461428791192175865485,-0.000128,-1.0,0.099373500000000003495870259939692914485931396484375,0.8835353489612421818018499644,25.6727156343,2.0,30.7346278605,2.0,0.0872437086,0.0923362914,5.6716592513,0.1092356154,BNB,0.8010948905109489111171093792,1.004576659038901573852571328,1.254004576659038857272905221,-0.6575310485,-0.7203514334,"09/30/2020, 23:59:59",2092.34
EOSBTC,200.0,0.00023929999999999998906534404152779416108387522399425506591796875,1.0,0.00023984499999999995081302606170225999449030496180057525634765625,0.9977276991390274474787899543,-3e-08,-1.0,0.000240094000000000049564741200214257332845591008663177490234375,0.9966929619232464770652966244,1.4e-08,1.0,0.000239525500000000043064607435638890819973312318325042724609375,0.9990585553521439096934545594,40.0780338509,3.0,42.8383654,3.0,0.0002386542,0.0002410358,0.9929379911,0.2711538,BTC,0.9755401549123521796513536727,1.033693304535637149989030190,1.059611231101511925782310286,-0.2074592965,-0.0132112605,"09/30/2020, 23:59:59",121734.79
EOSDOWNUSDT,200.0,11.541000000000000369482222595252096652984619140625,-1.0,11.5700999999999840639475223724730312824249267578125,0.9974848964140341280934371777,0.0047,1.0,11.48399999999998755129126948304474353790283203125,1.004963427377221602227378512,0.00632,1.0,11.9154300000000095138830147334374487400054931640625,0.9685760396393576358186897655,45.2700394042,3.0,50.0831416195,3.0,11.3446033038,11.7955966962,3.8979213007,0.4354757731,USDT,0.8157913338517000192549414363,1.085496613995485395436081652,1.330605718585402621942490106,-0.8844341647,-0.933398612,"09/30/2020, 23:59:59",4.33
EOSUPUSDT,200.0,7.403999999999999914734871708787977695465087890625,1.0,7.37505000000000432436308983596973121166229248046875,1.003925397115951156045984701,-0.00025,-1.0,7.39723999999999737298139734775759279727935791015625,1.000913854356490061719531441,-0.00112,-1.0,7.30386500000000093990593086346052587032318115234375,1.013709864571702648110686304,65.6157080204,4.0,53.9355020699,3.0,7.2870943862,7.4630056138,2.3852208136,0.6645716444,USDT,0.9419847328244274317481790854,1.186348341611921217649646834,1.259413555519948846223436088,0.5263135995,0.6248647607,"09/30/2020, 23:59:59",58.17
EOSUSDT,200.0,2.57770000000000010231815394945442676544189453125,1.0,2.573649999999999327116029235185123980045318603515625,1.001573640549414557636431611,1e-05,1.0,2.5779140000000015930936569930054247379302978515625,0.9999169871454200991021206326,-0.000412,-1.0,2.552822499999999106279346960945986211299896240234375,1.009745095869376349020819283,57.7145013579,3.0,51.9294904065,3.0,2.5614728903,2.5858271097,0.9462910398,0.6662956198,USDT,0.9788858086811225118099185859,1.078219768268708031448519274,1.101476554983896092625905216,0.8157891764,0.8917705856,"09/30/2020, 23:59:59",247502.63
ETCBTC,200.0,0.000500899999999999978074483042433939772308804094791412353515625,1.0,0.000498250000000000537077327056323383658309467136859893798828125,1.005318615153034497020869796,1.55e-07,1.0,0.000501212000000000120099319378397240143385715782642364501953125,0.9993775089183815592003471969,-1.48e-07,-1.0,0.0004874959999999996435905702529822747237631119787693023681640625,1.027495610220392258159261919,54.1107160181,3.0,53.7307396922,3.0,0.0004917626,0.0005047374,2.6040631608,0.7042429398,BTC,0.9226376864984342543448822603,1.089623667609310356451468259,1.180987600609092920090545066,0.6064445026,0.692144998,"09/30/2020, 23:59:59",2475.1
ETCUSDT,200.0,5.3971999999999997754684954998083412647247314453125,1.0,5.34580000000000143955958264996297657489776611328125,1.009615024879344218277434930,0.00246,1.0,5.38118999999999569894271189696155488491058349609375,1.002975178352744298068307594,-0.002732,-1.0,5.19770800000000310348013954353518784046173095703125,1.038380763213323363466054573,65.6174787425,4.0,58.0474660924,3.0,5.263317517,5.428282483,3.0858798679,0.8115813088,USDT,0.9342565345334948328442009087,1.130753598290419096228068864,1.210324527036936104521011692,0.7825516127,0.8361110826,"09/30/2020, 23:59:59",31274.93
ETHBTC,200.0,0.03338499999999999801048033987171947956085205078125,1.0,0.033186650000000005034106465018339804373681545257568359375,1.005976800912414870024121830,1.4e-05,1.0,0.033155440000000001299351737316101207397878170013427734375,1.006923750672589376046049007,-3.6e-07,-1.0,0.032778455000000004948557119632823741994798183441162109375,1.018504380392547268330775105,73.7173404482,4.0,66.3390821564,4.0,0.0329809431,0.0333923569,1.2396964112,0.9821181104,BTC,0.9905646381627748607282534043,1.080455678177287248040015379,1.090747273374542785290455760,0.8336882521,0.9572328242,"09/30/2020, 23:59:59",8711.212
ETHDOWNUSDT,200.0,2.3589999999999999857891452847979962825775146484375,-1.0,2.40980000000000149640300151077099144458770751953125,0.9789194123993686284883385896,-0.0034,-1.0,2.410420000000000673168187859118916094303131103515625,0.9786676180914526625987331244,0.0015,1.0,2.652134999999997688746589119546115398406982421875,0.8894720668442602060545536564,31.8154242333,2.0,40.5050882788,3.0,2.3538800572,2.4657199428,4.6410443004,0.0457792204,USDT,0.6778735632183908039743099677,1.072272727272727179688748184,1.581818181818181682385944095,-0.9266165709,-0.9808040541,"09/30/2020, 23:59:59",23264.77
ETHGBP,200.0,280.18000000000000682121026329696178436279296875,1.0,278.2720000000000482032191939651966094970703125,1.006856600735970411279183105,0.0385,1.0,278.57599999999996498445398174226284027099609375,1.005757854230084580288218265,-0.099,-1.0,275.16849999999993769961292855441570281982421875,1.018212477082224419787300169,66.9453551159,4.0,57.8018248192,3.0,276.5379919262,280.0060080738,1.2462684523,1.0501704487,GBP,0.9741664058968742169299485107,1.129575874858893790559844807,1.159530720851475660659801601,0.9510700223,0.9848804809,"09/30/2020, 23:59:59",3.80577
ETHUPUSDT,200.0,18.0799999999999982946974341757595539093017578125,1.0,17.64270000000001203943611471913754940032958984375,1.024786455587862739651321561,0.0216,1.0,17.625260000000000815134626463986933231353759765625,1.025800470461144826149058275,-0.00634,-1.0,17.048184999999993038954926305450499057769775390625,1.060523451616697359692482372,76.1128718788,4.0,64.961149234,4.0,17.3154624105,17.9699375895,3.7096089547,1.1681689604,USDT,0.9653478562656841829744700591,1.314909090909090785068904304,1.362109090909090851213973524,0.9587536992,0.9977487995,"09/30/2020, 23:59:59",624.9
ETHUSDT,200.0,359.82999999999998408384271897375583648681640625,1.0,356.0965000000002191882231272757053375244140625,1.010484517539486522887859953,0.2085,1.0,355.99739999999968631527735851705074310302734375,1.010765808963774176849704968,-0.0756,-1.0,349.4324000000000296495272777974605560302734375,1.029755683788910111232025087,71.9148217692,4.0,62.600854984,4.0,352.8798727291,359.3131272709,1.8066042609,1.0803438953,USDT,0.9772677892449755437101878751,1.148552459382680457659961210,1.175268920169810605448775788,0.9577055487,1.0,"09/30/2020, 23:59:59",31490.95045
EURUSDT,200.0,1.165999999999999925393012745189480483531951904296875,1.0,1.166499999999999648281345798750407993793487548828125,0.9995713673381914075961498873,-6e-05,-1.0,1.16579999999999994741983755375258624553680419921875,1.000171556013038238104473867,0.00012,1.0,1.1613144999999993611794479875243268907070159912109375,1.004034652111896102899760097,45.7900698051,3.0,48.3728207837,3.0,1.1637402899,1.1692597101,0.4731607595,0.4094107757,USDT,0.9950503498890595429341426018,1.009611221750800837624297349,1.014633301584552701133492953,0.0550284995,0.1231094594,"09/30/2020, 23:59:59",20145.9
EVXBTC,200.0,0.00002402999999999999862672350747772043177974410355091094970703125,-1.0,0.00002383749999999999327001017068727861669685808010399341583251953125,1.008075511274252980013065361,4e-09,1.0,0.00002384020000000000596659423257595022960231290198862552642822265625,1.007961342606185879842751907,-1e-09,-1.0,0.00002411370000000000936193726708278717296707327477633953094482421875,0.9965289441271969584627016064,60.7496887855,3.0,57.2061139035,3.0,2.35681e-05,2.41069e-05,2.2605943843,0.8572295557,BTC,0.9471817106819077352297432858,1.026484408372490278552306934,1.083724903887227598314262579,-0.0947348847,-0.0193812775,"09/30/2020, 23:59:59",3913.0
FETBNB,200.0,0.00234499999999999986233234494648058898746967315673828125,1.0,0.0024474499999999990186572151884547565714456140995025634765625,0.9581401050072527743554409013,-1.195e-05,-1.0,0.0024097000000000011639411656716447396320290863513946533203125,0.9731501846702903803970554956,-1.24e-06,-1.0,0.002315725000000000248501219601848788443021476268768310546875,1.012641829232745516280912182,31.5359268427,2.0,39.4617372018,3.0,0.0022710941,0.0026238059,14.4113965004,0.2095361647,BNB,0.8707760861492758231021791339,1.165506958250497007608088195,1.338469184890656170749081306,0.6592312086,0.645326651,"09/30/2020, 23:59:59",32424.0
FETBTC,200.0,0.00000637999999999999990187536658137190670458949171006679534912109375,1.0,0.0000065310000000000065876614059601212858297003549523651599884033203125,0.9768794977798183228485684862,-2.1e-08,-1.0,0.000006348800000000004334116572579649329099993337877094745635986328125,1.004914314516128330780554123,5.2e-09,1.0,0.00000561074999999999706021443224290834450584952719509601593017578125,1.137102882858798421728647804,41.0786020075,3.0,46.1189168095,3.0,6.1532e-06,6.9088e-06,11.5687555479,0.3001470242,BTC,0.8985915492957746613296242373,1.417777777777777720054051002,1.577777777777777689937323988,0.7219196064,0.7750648826,"09/30/2020, 23:59:59",1635581.0
FETUSDT,200.0,0.068879999999999996784794120685546658933162689208984375,1.0,0.0700950000000000184030568561865948140621185302734375,0.9826663813396102247054545150,-0.000216,-1.0,0.06816659999999996610853258971474133431911468505859375,1.010465535907615034796423763,5.22e-05,1.0,0.05985160000000004643094797529556672088801860809326171875,1.150846426829022838986819885,46.1232633683,3.0,48.1466452725,3.0,0.06595071,0.07423929,11.8247807911,0.3534127696,USDT,0.9065543564095813564960108888,1.484802759215348044318500711,1.637852985557232264573585248,0.777538608,0.8204577734,"09/30/2020, 23:59:59",1296157.0
FIOBNB,200.0,0.00412000000000000039801495432811861974187195301055908203125,-1.0,0.00416899999999999736066680355861535645090043544769287109375,0.9882465819141288093852156977,-4.5e-06,-1.0,0.004253399999999997460609080235371948219835758209228515625,0.9686368552217056608272415074,-8.4e-06,-1.0,0.0049116500000000000436539693282611551694571971893310546875,0.8388219844655055554441063892,38.3741925572,3.0,39.1398642922,3.0,0.0040887753,0.0042492247,3.8486296225,0.1946077113,BNB,0.7573529411764706069931171710,1.007334963325183499561540518,1.330073349633251966478323853,-0.4619649724,-0.5556046681,"09/30/2020, 23:59:59",618.8
FIOBTC,200.0,0.000011270000000000000517038668823577296507210121490061283111572265625,-1.0,0.00001112250000000001082310456534951725870996597222983837127685546875,1.013261407057764850564577047,1e-08,1.0,0.000011187599999999996020481375647026567321518086828291416168212890625,1.007365297293432418558728497,-5.2e-09,-1.0,0.00001181640000000000090990028012161161541371257044374942779541015625,0.9537591821536169771853459441,65.1448075883,4.0,58.5886152342,3.0,1.09251e-05,1.13199e-05,3.5490260376,0.8736632788,BTC,0.8804687500000000802365194176,1.028284671532846753406364177,1.167883211678832053607217957,-0.0882202009,-0.1534203881,"09/30/2020, 23:59:59",8.0
FIOUSDT,200.0,0.12139999999999999402700012751665781252086162567138671875,-1.0,0.11937000000000001775912750190400402061641216278076171875,1.017005947893105269044666404,0.0001,1.0,0.1202219999999999677786632901188568212091922760009765625,1.009798539368834544127188648,-9.6e-05,-1.0,0.125902999999999931635130678841960616409778594970703125,0.9642343709045857521008783697,70.0126654316,4.0,60.8983721465,3.0,0.1173107768,0.1214292232,3.4501518882,0.9929043255,USDT,0.8822674418604650723011557943,1.037606837606837495726090749,1.176068376068376001060332352,0.3040075742,0.2265949587,"09/30/2020, 23:59:59",630.0
FLMBTC,65.0,0.000058189999999999996826809123273704926759819500148296356201171875,,0.0000583004999999999816233907379281475868992856703698635101318359375,0.9981046474730064951173357440,2.2e-08,1.0,0.000063252399999999997688704400644610359449870884418487548828125,0.9199650922336543586191257962,-7.122e-07,-1.0,None,None,49.1960676152,3.0,44.8055972068,3.0,5.53381e-05,6.12629e-05,10.1623609577,0.4813492895,BTC,0.1293111111111111075988314807,2.075249643366619061812547938,16.04850213980028532704448867,,,"09/30/2020, 23:59:59",38146.0
FLMUSDT,65.0,0.6294999999999999484856516573927365243434906005859375,,0.62537499999999990318855225268634967505931854248046875,1.006596042374575328300094849,0.00043,1.0,0.67918799999999979188913812322425656020641326904296875,0.9268420525686557203183066266,-0.007826,-1.0,None,None,53.5405763379,3.0,46.5334233418,3.0,0.5939180532,0.6568319468,10.0601868538,0.5655658038,USDT,0.1398888888888888774412559239,2.098333333333333239272771525,15.00000000000000055511151231,,,"09/30/2020, 23:59:59",540390.63
FTMBTC,200.0,0.0000036299999999999999733784998567909241273810039274394512176513671875,-1.0,0.00000345949999999999754005087192199052736896192072890698909759521484375,1.049284578696344140646100398,7e-09,1.0,0.00000356480000000000227475282534028711012297208071686327457427978515625,1.018289946140035249388624287,-4.4e-09,-1.0,0.00000367139999999999969558408911829427978545936639420688152313232421875,0.9887236476548456377299421659,72.751778846,4.0,62.914013942,4.0,3.3365e-06,3.5825e-06,7.1132038556,1.1928604845,BTC,0.8344827586206896766587826493,1.090090090090090121026282466,1.306306306306306309743661015,0.03445440388025712,0.10864823605219398,"09/30/2020, 23:59:59",4372370.0
FTMUSDT,200.0,0.039100000000000002808864252301646047271788120269775390625,-1.0,0.03710200000000000997157911797330598346889019012451171875,1.053851544391137736518252353,8.3e-05,1.0,0.038283600000000035656899655123197590000927448272705078125,1.021325058249484541463685104,-5.78e-05,-1.0,0.039137400000000009681055956889395019970834255218505859375,0.9990443923203890175908360502,72.6500166086,4.0,62.6483716232,4.0,0.0356524401,0.0385515599,7.8139180272,1.1891746778,USDT,0.8501848227875625173626890015,1.15,1.352647058823529405762202505,0.31385995266248456,0.371265713825878,"09/30/2020, 23:59:59",13443447.3
FTTBNB,200.0,0.1250999999999999889865875957184471189975738525390625,-1.0,0.1264300000000000145927714356730575673282146453857421875,0.9894803448548601957393584051,-0.00012,-1.0,0.1284419999999999451034682351746596395969390869140625,0.9739804736768350107810342975,-0.000158,-1.0,0.140681000000000000493827201353269629180431365966796875,0.8892458825285574352432367572,41.5723534555,3.0,37.8114081656,2.0,0.1237894698,0.1290705302,4.1770628012,0.2481566439,BNB,0.8171129980404962616917723526,1.009685230024213016751297546,1.235673930589184975726523647,-0.6472264752473468,-0.7212889995825846,"09/30/2020, 23:59:59",80.65
FTTBTC,200.0,0.0003392000000000000049793502654438270837999880313873291015625,-1.0,0.000337780000000000198145944096950188395567238330841064453125,1.004203919711053958198876572,7.5e-08,1.0,0.0003380699999999998311452087396133947549969889223575592041015625,1.003342503031916982869048356,2.4e-08,1.0,0.00033877050000000012708323282595301861874759197235107421875,1.001267819954806802053303877,60.166015777,3.0,57.5969831783,3.0,0.00033543,0.00034013,1.3914256163,0.802130395,BTC,0.9837587006960557603298229570,1.021994576679722853349214761,1.038867128653208763727167577,-0.45202147440028706,-0.312880077082036,"09/30/2020, 23:59:59",7494.1
FTTUSDT,200.0,3.653999999999999914734871708787977695465087890625,1.0,3.625800000000001688249540165998041629791259765625,1.007777593910308956190306195,0.0011,1.0,3.630759999999996434638660502969287335872650146484375,1.006400863731010450406417194,-0.00048,-1.0,3.6109399999999975960918163764290511608123779296875,1.011924872747817008122359973,67.2163464674,4.0,58.5397651871,3.0,3.5890870595,3.6625129405,2.0250946273,0.8840607646,USDT,0.9894394800974816829072715215,1.076605774896876775792421165,1.088096641131408344499435177,0.8815335018193636,0.9092559860483584,"09/30/2020, 23:59:59",9114.387
FUNBTC,200.0,2.8000000000000001909320683328441514703399661811999976634979248046875E-7,-1.0,2.8350000000000007028619765196697510845069700735621154308319091796875E-7,0.9876543209876541434735097585,-5e-10,-1.0,2.841999999999992229039367207243937940575051470659673213958740234375E-7,0.9852216748768500517420543191,0.0,1.0,2.9399999999999937683222285371431592437829749542288482189178466796875E-7,0.9523809523809544645793466836,43.3183694451,3.0,46.2851344854,3.0,2.74e-07,2.93e-07,6.729729816,0.3165501536,BTC,0.8235294117647060014211539177,1.037037037037037073346748425,1.259259259259259121282355986,-0.031170000620094708,-0.06616076246795477,"09/30/2020, 23:59:59",396650.0
FUNUSDT,200.0,0.0030599999999999997861432898815792214008979499340057373046875,-1.0,0.0030605000000000037556346921263639160315506160259246826171875,0.9998366280019591671694701189,1.45e-06,1.0,0.003049719999999999688056195878971266211010515689849853515625,1.003370801253885635120140396,-9e-07,-1.0,0.00312912999999999906497460955279166228137910366058349609375,0.9779075973193829276865208177,50.8372123972,3.0,50.5573733809,3.0,0.0030358951,0.0030851049,1.6078992037,0.489839413,USDT,0.8772935779816512607946041026,1.090520313613684923233642925,1.243050605844618794894900285,0.44143810667173333,0.39199458698302814,"09/30/2020, 23:59:59",31732.0
GASBTC,200.0,0.00014840000000000000217846574113167434916249476373195648193359375,-1.0,0.0001471700000000001240692271142762592717190273106098175048828125,1.008357681592715071497638997,5.5e-08,1.0,0.00014871800000000013025451550685573920418391935527324676513671875,0.9978617248752664250626704546,-5e-08,-1.0,0.0001540754999999999447050924583635378439794294536113739013671875,0.9631641630239723735216765998,62.3113580075,4.0,54.1978649707,3.0,0.00014555,0.00014879,2.2015356391,0.8796296296,BTC,0.8755162241887905730196299145,1.023448275862068974541516299,1.168965517241379303898916929,-0.48950020026803137,-0.5337845184435538,"09/30/2020, 23:59:59",2038.31
GBPUSDT,200.0,1.2842999999999999971578290569595992565155029296875,1.0,1.28085000000000004405364961712621152400970458984375,1.002693523831830388402638783,0.00031,1.0,1.279919999999998392326006069197319447994232177734375,1.003422088880556292841291867,0.000138,1.0,1.2710605000000005926352741880691610276699066162109375,1.010416105291604450259923468,58.121875895,3.0,60.9168487822,3.0,1.2730933255,1.2886066745,1.2111761011,0.7223891166,USDT,0.9979020979020979604922755167,1.027851140456182425415835580,1.030012004801920660360595530,0.5456560637514509,0.5978053543318963,"09/30/2020, 23:59:59",5576.0
GNTBTC,200.0,0.000009739999999999999919235611767209803701916825957596302032470703125,1.0,0.000009846000000000001953670732135481813429578323848545551300048828125,0.9892342067844808030263756597,-2.25e-08,-1.0,0.000009831399999999990268876627619309971350958221592009067535400390625,0.9907032569115293406728675664,-2e-10,-1.0,0.000009020900000000002009960427262758031474731978960335254669189453125,1.079714884324180264613444507,40.4803649296,3.0,43.2615087233,3.0,9.5726e-06,1.01194e-05,5.5530948202,0.3061298508,BTC,0.9549019607843136616614926329,1.264935064935064790487882843,1.324675324675324612465087402,0.7427110598308481,0.8163029650152596,"09/30/2020, 23:59:59",31144.0
GOBTC,200.0,7.999999999999999637984894607090069484911509789526462554931640625E-7,-1.0,7.94500000000000821138838348611788120479104691185057163238525390625E-7,1.006922592825675439868145099,5e-10,1.0,7.981999999999995109290743151853053660715886508114635944366455078125E-7,1.002255073916312270073047148,-2e-10,-1.0,8.123499999999982446627182219867080448238993994891643524169921875E-7,0.9847971933280010986024717175,51.0272279511,3.0,51.6609148061,3.0,7.761e-07,8.129e-07,4.6348527727,0.6493594978,BTC,0.8888888888888888888888888889,1.025641025641025529647212721,1.153846153846153720853114311,0.27570796742118303,0.271835605181193,"09/30/2020, 23:59:59",79378.0
GRSBTC,200.0,0.0000163999999999999988343525603173844729099073447287082672119140625,1.0,0.00001643600000000000662119144234640799595581484027206897735595703125,0.9978096860550007439561697444,-2e-08,-1.0,0.000016490600000000000982351699985173354434664361178874969482421875,0.9945059609717049626695171135,1.2e-08,1.0,0.0000159589000000000006350940606747457195524475537240505218505859375,1.027639749606802359918582034,47.643455035,3.0,46.4149933159,3.0,1.62225e-05,1.66495e-05,2.5977775918,0.4156850859,BTC,0.9239436619718308600955622091,1.089700996677740793482546955,1.179401993355481812090129725,0.47870804173238807,0.5540588308436374,"09/30/2020, 23:59:59",9243.0
GTOBTC,200.0,7.29999999999999998729857154933231555560269043780863285064697265625E-7,-1.0,7.285000000000067681791703251559244591817332548089325428009033203125E-7,1.002059025394637222532373428,0.0,1.0,7.284000000000008314356473269890468458243049099110066890716552734375E-7,1.002196595277319008055851471,-2e-10,-1.0,7.475500000000006819677309845284529643549831234849989414215087890625E-7,0.9765233094776260220352772884,52.0922877935,3.0,51.1041544812,3.0,7.171e-07,7.399e-07,3.142216374,0.5655278042,BTC,0.8588235294117646897623487547,1.028169014084507071658553019,1.197183098591549352484352251,0.001800153322030583,0.041160805569874594,"09/30/2020, 23:59:59",30826.0
GTOUSDT,200.0,0.00783999999999999974686915038546430878341197967529296875,-1.0,0.00784100000000000074695805096780532039701938629150390625,0.9998724652467796199472468471,-4.5e-06,-1.0,0.007834399999999998309707649468691670335829257965087890625,1.000714796283059511688159349,-4.6e-06,-1.0,0.00796669999999999843554032707970691262744367122650146484375,0.9840963008522978506091766150,49.1280236893,3.0,48.9694500702,3.0,0.0077633083,0.0079186917,1.9816783165,0.493564306,USDT,0.8615384615384614680754633585,1.102672292545710231541075148,1.279887482419128051888867046,0.5442503788349706,0.5508145875697914,"09/30/2020, 23:59:59",22899.2
GVTBTC,200.0,0.000114500000000000004877175052708793145939125679433345794677734375,-1.0,0.00011359000000000000173139280690293162479065358638763427734375,1.008011268597587843400929598,1.35e-07,1.0,0.000113218000000000039852003641538402689548092894256114959716796875,1.011323287816424637194754402,-3.2e-08,-1.0,0.00011411749999999993188289082457487211286206729710102081298828125,1.003351808443052758977367448,47.9180783581,3.0,53.2558244632,3.0,0.0001097295,0.0001174505,6.7972851482,0.6178598282,BTC,0.9278768233387359270564892235,1.092557251908396998390804418,1.177480916030534269210728253,0.5649854170128589,0.6020361063332565,"09/30/2020, 23:59:59",2320.61
GXSBTC,200.0,0.00004334000000000000178690395813418945181183516979217529296875,-1.0,0.000043310000000000003768201028986339906623470596969127655029296875,1.000692680674209143756471233,-2.65e-08,-1.0,0.000043815000000000040437757309330635280275600962340831756591796875,0.9891589638251731550275896068,-1.62e-08,-1.0,0.0000438420000000000115495356334260890207588090561330318450927734375,0.9885497924364762184574815240,52.0831819774,3.0,48.1536379438,3.0,4.27321e-05,4.38879e-05,2.6684743204,0.5259579292,BTC,0.8376497873985311083152832449,1.031659128778862236030824235,1.231611521066412843875473828,-0.23416044319063328,-0.12029060358002922,"09/30/2020, 23:59:59",2637.0
GXSUSDT,200.0,0.463600000000000012079226507921703159809112548828125,1.0,0.465010000000000089936946778834681026637554168701171875,0.9969678071439322217048792426,-0.00033,-1.0,0.470288000000000205869099545452627353370189666748046875,0.9857789269553971377917498740,-0.000348,-1.0,0.467232000000000147199585853741155005991458892822265625,0.9922265598246692564376751349,39.6641888611,3.0,42.9037031194,3.0,0.4567099036,0.4733100964,3.5698571579,0.4150612273,USDT,0.8232995915467944860213778047,1.067219152854511977829523282,1.296270718232044277438819207,0.4431440751790606,0.5190679941858707,"09/30/2020, 23:59:59",106.22
HBARBNB,200.0,0.00108299999999999997830901765638600409147329628467559814453125,-1.0,0.00110335000000000055427051837142471413244493305683135986328125,0.9815561698463764302001817963,-1.4e-06,-1.0,0.001125480000000000750659534531905592302791774272918701171875,0.9622561040622661051127505425,-2.22e-06,-1.0,0.00123432500000000074276418349228379156556911766529083251953125,0.8774026289672487607443504406,35.8861525809,2.0,37.0247225912,2.0,0.0010724743,0.0011342257,5.5967224571,0.1704530143,BNB,0.6603658536585365863333154424,1.008379888268156324759014736,1.527001862197392770251141290,-0.5161339551723071,-0.6009258361767003,"09/30/2020, 23:59:59",22850.0
HBARBTC,200.0,0.0000029399999999999998034319777240330751055807922966778278350830078125,-1.0,0.00000294949999999999649375023898223435736554165487177670001983642578125,0.9967791151042560767548777236,-1.5e-09,-1.0,0.00000296360000000000284702396206870655959164650994352996349334716796875,0.9920367121068959977998674261,-1.8e-09,-1.0,0.0000029726000000000018291183671859112536139946314506232738494873046875,0.9890331696158238560092987363,43.5112188412,3.0,45.2142199839,3.0,2.9163e-06,2.9827e-06,2.2479178782,0.3567169679,BTC,0.9245283018867923774445579161,1.027972027972027850869413139,1.111888111888111847725701816,0.2571454452028457,0.27777001202340157,"09/30/2020, 23:59:59",202750.0
HBARUSDT,200.0,0.03167999999999999982680520815847557969391345977783203125,1.0,0.03162800000000000333333360913456999696791172027587890625,1.001644112811432796509144509,-1.65e-05,-1.0,0.031807999999999995999200308460785890929400920867919921875,0.9959758551307848280780024568,-2.68e-05,-1.0,0.031677450000000016705481442613745457492768764495849609375,1.000080498903793806634656281,53.3473945383,3.0,50.1720557203,3.0,0.0312522022,0.0320037978,2.3763615656,0.5691861388,USDT,0.9124423963133640276701011493,1.073898305084745813422999401,1.176949152542372972572187602,0.7675637180664364,0.7541721661033091,"09/30/2020, 23:59:59",158536.5
